Filename	Time	CH D - V	CH D - I(μA)	CH D - R(Ω)
C:\Users\cbio_prototype\Desktop\220507\900\0204_133015324853148873.tif	2022-07-05 15:08:05.236	799.942	85.989	9302788.514
C:\Users\cbio_prototype\Desktop\220507\900\0205_133015324853305162.tif	2022-07-05 15:08:05.236	799.942	85.989	9302788.514
C:\Users\cbio_prototype\Desktop\220507\900\0206_133015324853617769.tif	2022-07-05 15:08:05.236	799.942	85.989	9302788.514
C:\Users\cbio_prototype\Desktop\220507\900\0207_133015324853774054.tif	2022-07-05 15:08:05.236	799.942	85.989	9302788.514
C:\Users\cbio_prototype\Desktop\220507\900\0208_133015324853930372.tif	2022-07-05 15:08:05.236	799.942	85.989	9302788.514
C:\Users\cbio_prototype\Desktop\220507\900\0209_133015324854242972.tif	2022-07-05 15:08:05.236	799.942	85.989	9302788.514
C:\Users\cbio_prototype\Desktop\220507\900\0210_133015324854399264.tif	2022-07-05 15:08:05.236	799.942	85.989	9302788.514
C:\Users\cbio_prototype\Desktop\220507\900\0211_133015324854711842.tif	2022-07-05 15:08:05.236	799.942	85.989	9302788.514
C:\Users\cbio_prototype\Desktop\220507\900\0212_133015324854868165.tif	2022-07-05 15:08:05.236	799.942	85.989	9302788.514
C:\Users\cbio_prototype\Desktop\220507\900\0213_133015324855024440.tif	2022-07-05 15:08:05.236	799.942	85.989	9302788.514
C:\Users\cbio_prototype\Desktop\220507\900\0213_133015324855024440.tif	2022-07-05 15:08:05.502	800.029	86.142	9287336.668
C:\Users\cbio_prototype\Desktop\220507\900\0214_133015324855337049.tif	2022-07-05 15:08:05.502	800.029	86.142	9287336.668
C:\Users\cbio_prototype\Desktop\220507\900\0215_133015324855493336.tif	2022-07-05 15:08:05.502	800.029	86.142	9287336.668
C:\Users\cbio_prototype\Desktop\220507\900\0216_133015324855805923.tif	2022-07-05 15:08:05.502	800.029	86.142	9287336.668
C:\Users\cbio_prototype\Desktop\220507\900\0217_133015324855962251.tif	2022-07-05 15:08:05.502	800.029	86.142	9287336.668
C:\Users\cbio_prototype\Desktop\220507\900\0218_133015324856118526.tif	2022-07-05 15:08:05.502	800.029	86.142	9287336.668
C:\Users\cbio_prototype\Desktop\220507\900\0219_133015324856431143.tif	2022-07-05 15:08:05.502	800.029	86.142	9287336.668
C:\Users\cbio_prototype\Desktop\220507\900\0220_133015324856587407.tif	2022-07-05 15:08:05.502	800.029	86.142	9287336.668
C:\Users\cbio_prototype\Desktop\220507\900\0221_133015324856900016.tif	2022-07-05 15:08:05.502	800.029	86.142	9287336.668
C:\Users\cbio_prototype\Desktop\220507\900\0222_133015324857056295.tif	2022-07-05 15:08:05.502	800.029	86.142	9287336.668
C:\Users\cbio_prototype\Desktop\220507\900\0223_133015324857212595.tif	2022-07-05 15:08:05.502	800.029	86.142	9287336.668
C:\Users\cbio_prototype\Desktop\220507\900\0224_133015324857525186.tif	2022-07-05 15:08:05.502	800.029	86.142	9287336.668
C:\Users\cbio_prototype\Desktop\220507\900\0225_133015324857681487.tif	2022-07-05 15:08:05.502	800.029	86.142	9287336.668
C:\Users\cbio_prototype\Desktop\220507\900\0225_133015324857681487.tif	2022-07-05 15:08:05.768	800.004	86.153	9285818.108
C:\Users\cbio_prototype\Desktop\220507\900\0226_133015324857994104.tif	2022-07-05 15:08:05.768	800.004	86.153	9285818.108
C:\Users\cbio_prototype\Desktop\220507\900\0227_133015324858150378.tif	2022-07-05 15:08:05.768	800.004	86.153	9285818.108
C:\Users\cbio_prototype\Desktop\220507\900\0228_133015324858306674.tif	2022-07-05 15:08:05.768	800.004	86.153	9285818.108
C:\Users\cbio_prototype\Desktop\220507\900\0229_133015324858619268.tif	2022-07-05 15:08:05.768	800.004	86.153	9285818.108
C:\Users\cbio_prototype\Desktop\220507\900\0230_133015324858775581.tif	2022-07-05 15:08:05.768	800.004	86.153	9285818.108
C:\Users\cbio_prototype\Desktop\220507\900\0231_133015324858931866.tif	2022-07-05 15:08:05.768	800.004	86.153	9285818.108
C:\Users\cbio_prototype\Desktop\220507\900\0232_133015324859244459.tif	2022-07-05 15:08:05.768	800.004	86.153	9285818.108
C:\Users\cbio_prototype\Desktop\220507\900\0233_133015324859400752.tif	2022-07-05 15:08:05.768	800.004	86.153	9285818.108
C:\Users\cbio_prototype\Desktop\220507\900\0234_133015324859713350.tif	2022-07-05 15:08:05.768	800.004	86.153	9285818.108
C:\Users\cbio_prototype\Desktop\220507\900\0235_133015324859869641.tif	2022-07-05 15:08:05.768	800.004	86.153	9285818.108
C:\Users\cbio_prototype\Desktop\220507\900\0236_133015324860025947.tif	2022-07-05 15:08:05.768	800.004	86.153	9285818.108
C:\Users\cbio_prototype\Desktop\220507\900\0237_133015324860338538.tif	2022-07-05 15:08:05.768	800.004	86.153	9285818.108
C:\Users\cbio_prototype\Desktop\220507\900\0238_133015324860494868.tif	2022-07-05 15:08:05.768	800.004	86.153	9285818.108
C:\Users\cbio_prototype\Desktop\220507\900\0239_133015324860807446.tif	2022-07-05 15:08:06.065	799.982	86.364	9262872.627
C:\Users\cbio_prototype\Desktop\220507\900\0240_133015324860963753.tif	2022-07-05 15:08:06.065	799.982	86.364	9262872.627
C:\Users\cbio_prototype\Desktop\220507\900\0241_133015324861120030.tif	2022-07-05 15:08:06.065	799.982	86.364	9262872.627
C:\Users\cbio_prototype\Desktop\220507\900\0242_133015324861432628.tif	2022-07-05 15:08:06.065	799.982	86.364	9262872.627
C:\Users\cbio_prototype\Desktop\220507\900\0243_133015324861588923.tif	2022-07-05 15:08:06.065	799.982	86.364	9262872.627
C:\Users\cbio_prototype\Desktop\220507\900\0244_133015324861901581.tif	2022-07-05 15:08:06.065	799.982	86.364	9262872.627
C:\Users\cbio_prototype\Desktop\220507\900\0245_133015324862057826.tif	2022-07-05 15:08:06.065	799.982	86.364	9262872.627
C:\Users\cbio_prototype\Desktop\220507\900\0246_133015324862214135.tif	2022-07-05 15:08:06.065	799.982	86.364	9262872.627
C:\Users\cbio_prototype\Desktop\220507\900\0247_133015324862526700.tif	2022-07-05 15:08:06.065	799.982	86.364	9262872.627
C:\Users\cbio_prototype\Desktop\220507\900\0248_133015324862683004.tif	2022-07-05 15:08:06.065	799.982	86.364	9262872.627
C:\Users\cbio_prototype\Desktop\220507\900\0249_133015324862839298.tif	2022-07-05 15:08:06.065	799.982	86.364	9262872.627
C:\Users\cbio_prototype\Desktop\220507\900\0250_133015324863151897.tif	2022-07-05 15:08:06.065	799.982	86.364	9262872.627
C:\Users\cbio_prototype\Desktop\220507\900\0251_133015324863308189.tif	2022-07-05 15:08:06.065	799.982	86.364	9262872.627
C:\Users\cbio_prototype\Desktop\220507\900\0252_133015324863620811.tif	2022-07-05 15:08:06.065	799.982	86.364	9262872.627
C:\Users\cbio_prototype\Desktop\220507\900\0253_133015324863777080.tif	2022-07-05 15:08:06.065	799.982	86.364	9262872.627
C:\Users\cbio_prototype\Desktop\220507\900\0253_133015324863777080.tif	2022-07-05 15:08:06.377	799.984	86.511	9247177.978
C:\Users\cbio_prototype\Desktop\220507\900\0254_133015324863933390.tif	2022-07-05 15:08:06.377	799.984	86.511	9247177.978
C:\Users\cbio_prototype\Desktop\220507\900\0255_133015324864245985.tif	2022-07-05 15:08:06.377	799.984	86.511	9247177.978
C:\Users\cbio_prototype\Desktop\220507\900\0256_133015324864402279.tif	2022-07-05 15:08:06.377	799.984	86.511	9247177.978
C:\Users\cbio_prototype\Desktop\220507\900\0257_133015324864714867.tif	2022-07-05 15:08:06.377	799.984	86.511	9247177.978
C:\Users\cbio_prototype\Desktop\220507\900\0258_133015324864871167.tif	2022-07-05 15:08:06.377	799.984	86.511	9247177.978
C:\Users\cbio_prototype\Desktop\220507\900\0259_133015324865027493.tif	2022-07-05 15:08:06.377	799.984	86.511	9247177.978
C:\Users\cbio_prototype\Desktop\220507\900\0260_133015324865340084.tif	2022-07-05 15:08:06.377	799.984	86.511	9247177.978
C:\Users\cbio_prototype\Desktop\220507\900\0261_133015324865496352.tif	2022-07-05 15:08:06.377	799.984	86.511	9247177.978
C:\Users\cbio_prototype\Desktop\220507\900\0262_133015324865809008.tif	2022-07-05 15:08:06.377	799.984	86.511	9247177.978
C:\Users\cbio_prototype\Desktop\220507\900\0263_133015324865965251.tif	2022-07-05 15:08:06.377	799.984	86.511	9247177.978
C:\Users\cbio_prototype\Desktop\220507\900\0264_133015324866121688.tif	2022-07-05 15:08:06.377	799.984	86.511	9247177.978
C:\Users\cbio_prototype\Desktop\220507\900\0265_133015324866434157.tif	2022-07-05 15:08:06.377	799.984	86.511	9247177.978
C:\Users\cbio_prototype\Desktop\220507\900\0265_133015324866434157.tif	2022-07-05 15:08:06.643	800.058	86.786	9218714.829
C:\Users\cbio_prototype\Desktop\220507\900\0266_133015324866590436.tif	2022-07-05 15:08:06.643	800.058	86.786	9218714.829
C:\Users\cbio_prototype\Desktop\220507\900\0267_133015324866903092.tif	2022-07-05 15:08:06.643	800.058	86.786	9218714.829
C:\Users\cbio_prototype\Desktop\220507\900\0268_133015324867059368.tif	2022-07-05 15:08:06.643	800.058	86.786	9218714.829
C:\Users\cbio_prototype\Desktop\220507\900\0269_133015324867215624.tif	2022-07-05 15:08:06.643	800.058	86.786	9218714.829
C:\Users\cbio_prototype\Desktop\220507\900\0270_133015324867528227.tif	2022-07-05 15:08:06.643	800.058	86.786	9218714.829
C:\Users\cbio_prototype\Desktop\220507\900\0271_133015324867684519.tif	2022-07-05 15:08:06.643	800.058	86.786	9218714.829
C:\Users\cbio_prototype\Desktop\220507\900\0272_133015324867840817.tif	2022-07-05 15:08:06.643	800.058	86.786	9218714.829
C:\Users\cbio_prototype\Desktop\220507\900\0273_133015324868153556.tif	2022-07-05 15:08:06.643	800.058	86.786	9218714.829
C:\Users\cbio_prototype\Desktop\220507\900\0274_133015324868309716.tif	2022-07-05 15:08:06.643	800.058	86.786	9218714.829
C:\Users\cbio_prototype\Desktop\220507\900\0275_133015324868622434.tif	2022-07-05 15:08:06.643	800.058	86.786	9218714.829
C:\Users\cbio_prototype\Desktop\220507\900\0276_133015324868778610.tif	2022-07-05 15:08:06.643	800.058	86.786	9218714.829
C:\Users\cbio_prototype\Desktop\220507\900\0277_133015324868934906.tif	2022-07-05 15:08:06.643	800.058	86.786	9218714.829
C:\Users\cbio_prototype\Desktop\220507\900\0278_133015324869247517.tif	2022-07-05 15:08:06.909	800.013	86.635	9234279.371
C:\Users\cbio_prototype\Desktop\220507\900\0279_133015324869403790.tif	2022-07-05 15:08:06.909	800.013	86.635	9234279.371
C:\Users\cbio_prototype\Desktop\220507\900\0280_133015324869716391.tif	2022-07-05 15:08:06.909	800.013	86.635	9234279.371
C:\Users\cbio_prototype\Desktop\220507\900\0281_133015324869872692.tif	2022-07-05 15:08:06.909	800.013	86.635	9234279.371
C:\Users\cbio_prototype\Desktop\220507\900\0282_133015324870028978.tif	2022-07-05 15:08:06.909	800.013	86.635	9234279.371
C:\Users\cbio_prototype\Desktop\220507\900\0283_133015324870341572.tif	2022-07-05 15:08:06.909	800.013	86.635	9234279.371
C:\Users\cbio_prototype\Desktop\220507\900\0284_133015324870497879.tif	2022-07-05 15:08:06.909	800.013	86.635	9234279.371
C:\Users\cbio_prototype\Desktop\220507\900\0285_133015324870810495.tif	2022-07-05 15:08:06.909	800.013	86.635	9234279.371
C:\Users\cbio_prototype\Desktop\220507\900\0286_133015324870966784.tif	2022-07-05 15:08:06.909	800.013	86.635	9234279.371
C:\Users\cbio_prototype\Desktop\220507\900\0287_133015324871123060.tif	2022-07-05 15:08:06.909	800.013	86.635	9234279.371
C:\Users\cbio_prototype\Desktop\220507\900\0288_133015324871435660.tif	2022-07-05 15:08:06.909	800.013	86.635	9234279.371
C:\Users\cbio_prototype\Desktop\220507\900\0289_133015324871591977.tif	2022-07-05 15:08:06.909	800.013	86.635	9234279.371
C:\Users\cbio_prototype\Desktop\220507\900\0290_133015324871904585.tif	2022-07-05 15:08:06.909	800.013	86.635	9234279.371
C:\Users\cbio_prototype\Desktop\220507\900\0290_133015324871904585.tif	2022-07-05 15:08:07.190	800.027	86.838	9212911.649
C:\Users\cbio_prototype\Desktop\220507\900\0291_133015324872060882.tif	2022-07-05 15:08:07.190	800.027	86.838	9212911.649
C:\Users\cbio_prototype\Desktop\220507\900\0292_133015324872217149.tif	2022-07-05 15:08:07.190	800.027	86.838	9212911.649
C:\Users\cbio_prototype\Desktop\220507\900\0293_133015324872529755.tif	2022-07-05 15:08:07.190	800.027	86.838	9212911.649
C:\Users\cbio_prototype\Desktop\220507\900\0294_133015324872686033.tif	2022-07-05 15:08:07.190	800.027	86.838	9212911.649
C:\Users\cbio_prototype\Desktop\220507\900\0295_133015324872842340.tif	2022-07-05 15:08:07.190	800.027	86.838	9212911.649
C:\Users\cbio_prototype\Desktop\220507\900\0296_133015324873154930.tif	2022-07-05 15:08:07.190	800.027	86.838	9212911.649
C:\Users\cbio_prototype\Desktop\220507\900\0297_133015324873311260.tif	2022-07-05 15:08:07.190	800.027	86.838	9212911.649
C:\Users\cbio_prototype\Desktop\220507\900\0298_133015324873623818.tif	2022-07-05 15:08:07.190	800.027	86.838	9212911.649
C:\Users\cbio_prototype\Desktop\220507\900\0299_133015324873780120.tif	2022-07-05 15:08:07.190	800.027	86.838	9212911.649
C:\Users\cbio_prototype\Desktop\220507\900\0300_133015324873936425.tif	2022-07-05 15:08:07.190	800.027	86.838	9212911.649
C:\Users\cbio_prototype\Desktop\220507\900\0301_133015324874249035.tif	2022-07-05 15:08:07.190	800.027	86.838	9212911.649
C:\Users\cbio_prototype\Desktop\220507\900\0302_133015324874405306.tif	2022-07-05 15:08:07.190	800.027	86.838	9212911.649
C:\Users\cbio_prototype\Desktop\220507\900\0303_133015324874717918.tif	2022-07-05 15:08:07.456	800.011	86.983	9197331.864
C:\Users\cbio_prototype\Desktop\220507\900\0304_133015324874874219.tif	2022-07-05 15:08:07.456	800.011	86.983	9197331.864
C:\Users\cbio_prototype\Desktop\220507\900\0305_133015324875030499.tif	2022-07-05 15:08:07.456	800.011	86.983	9197331.864
C:\Users\cbio_prototype\Desktop\220507\900\0306_133015324875343099.tif	2022-07-05 15:08:07.456	800.011	86.983	9197331.864
C:\Users\cbio_prototype\Desktop\220507\900\0307_133015324875499394.tif	2022-07-05 15:08:07.456	800.011	86.983	9197331.864
C:\Users\cbio_prototype\Desktop\220507\900\0308_133015324875812005.tif	2022-07-05 15:08:07.456	800.011	86.983	9197331.864
C:\Users\cbio_prototype\Desktop\220507\900\0309_133015324875968297.tif	2022-07-05 15:08:07.456	800.011	86.983	9197331.864
C:\Users\cbio_prototype\Desktop\220507\900\0310_133015324876124580.tif	2022-07-05 15:08:07.456	800.011	86.983	9197331.864
C:\Users\cbio_prototype\Desktop\220507\900\0311_133015324876437168.tif	2022-07-05 15:08:07.456	800.011	86.983	9197331.864
C:\Users\cbio_prototype\Desktop\220507\900\0312_133015324876593466.tif	2022-07-05 15:08:07.456	800.011	86.983	9197331.864
C:\Users\cbio_prototype\Desktop\220507\900\0313_133015324876749763.tif	2022-07-05 15:08:07.456	800.011	86.983	9197331.864
C:\Users\cbio_prototype\Desktop\220507\900\0314_133015324877062363.tif	2022-07-05 15:08:07.456	800.011	86.983	9197331.864
C:\Users\cbio_prototype\Desktop\220507\900\0315_133015324877218659.tif	2022-07-05 15:08:07.456	800.011	86.983	9197331.864
C:\Users\cbio_prototype\Desktop\220507\900\0315_133015324877218659.tif	2022-07-05 15:08:07.721	800.039	87.049	9190727.797
C:\Users\cbio_prototype\Desktop\220507\900\0316_133015324877531254.tif	2022-07-05 15:08:07.721	800.039	87.049	9190727.797
C:\Users\cbio_prototype\Desktop\220507\900\0317_133015324877687559.tif	2022-07-05 15:08:07.721	800.039	87.049	9190727.797
C:\Users\cbio_prototype\Desktop\220507\900\0318_133015324877843881.tif	2022-07-05 15:08:07.721	800.039	87.049	9190727.797
C:\Users\cbio_prototype\Desktop\220507\900\0319_133015324878156445.tif	2022-07-05 15:08:07.721	800.039	87.049	9190727.797
C:\Users\cbio_prototype\Desktop\220507\900\0320_133015324878312759.tif	2022-07-05 15:08:07.721	800.039	87.049	9190727.797
C:\Users\cbio_prototype\Desktop\220507\900\0321_133015324878625338.tif	2022-07-05 15:08:07.721	800.039	87.049	9190727.797
C:\Users\cbio_prototype\Desktop\220507\900\0322_133015324878781630.tif	2022-07-05 15:08:07.721	800.039	87.049	9190727.797
C:\Users\cbio_prototype\Desktop\220507\900\0323_133015324878937955.tif	2022-07-05 15:08:07.721	800.039	87.049	9190727.797
C:\Users\cbio_prototype\Desktop\220507\900\0324_133015324879250530.tif	2022-07-05 15:08:07.721	800.039	87.049	9190727.797
C:\Users\cbio_prototype\Desktop\220507\900\0325_133015324879406828.tif	2022-07-05 15:08:07.721	800.039	87.049	9190727.797
C:\Users\cbio_prototype\Desktop\220507\900\0326_133015324879719425.tif	2022-07-05 15:08:07.721	800.039	87.049	9190727.797
C:\Users\cbio_prototype\Desktop\220507\900\0327_133015324879875720.tif	2022-07-05 15:08:07.721	800.039	87.049	9190727.797
C:\Users\cbio_prototype\Desktop\220507\900\0328_133015324880032006.tif	2022-07-05 15:08:07.721	800.039	87.049	9190727.797
C:\Users\cbio_prototype\Desktop\220507\900\0328_133015324880032006.tif	2022-07-05 15:08:08.003	799.993	87.182	9176074.738
C:\Users\cbio_prototype\Desktop\220507\900\0329_133015324880344606.tif	2022-07-05 15:08:08.003	799.993	87.182	9176074.738
C:\Users\cbio_prototype\Desktop\220507\900\0330_133015324880500908.tif	2022-07-05 15:08:08.003	799.993	87.182	9176074.738
C:\Users\cbio_prototype\Desktop\220507\900\0331_133015324880813526.tif	2022-07-05 15:08:08.003	799.993	87.182	9176074.738
C:\Users\cbio_prototype\Desktop\220507\900\0332_133015324880969822.tif	2022-07-05 15:08:08.003	799.993	87.182	9176074.738
C:\Users\cbio_prototype\Desktop\220507\900\0333_133015324881126091.tif	2022-07-05 15:08:08.003	799.993	87.182	9176074.738
C:\Users\cbio_prototype\Desktop\220507\900\0334_133015324881438711.tif	2022-07-05 15:08:08.003	799.993	87.182	9176074.738
C:\Users\cbio_prototype\Desktop\220507\900\0335_133015324881594994.tif	2022-07-05 15:08:08.003	799.993	87.182	9176074.738
C:\Users\cbio_prototype\Desktop\220507\900\0336_133015324881907611.tif	2022-07-05 15:08:08.003	799.993	87.182	9176074.738
C:\Users\cbio_prototype\Desktop\220507\900\0337_133015324882063882.tif	2022-07-05 15:08:08.003	799.993	87.182	9176074.738
C:\Users\cbio_prototype\Desktop\220507\900\0338_133015324882220176.tif	2022-07-05 15:08:08.003	799.993	87.182	9176074.738
C:\Users\cbio_prototype\Desktop\220507\900\0339_133015324882532793.tif	2022-07-05 15:08:08.003	799.993	87.182	9176074.738
C:\Users\cbio_prototype\Desktop\220507\900\0340_133015324882689089.tif	2022-07-05 15:08:08.003	799.993	87.182	9176074.738
C:\Users\cbio_prototype\Desktop\220507\900\0341_133015324882845372.tif	2022-07-05 15:08:08.003	799.993	87.182	9176074.738
C:\Users\cbio_prototype\Desktop\220507\900\0342_133015324883157960.tif	2022-07-05 15:08:08.300	800.039	87.244	9170149.924
C:\Users\cbio_prototype\Desktop\220507\900\0343_133015324883314267.tif	2022-07-05 15:08:08.300	800.039	87.244	9170149.924
C:\Users\cbio_prototype\Desktop\220507\900\0344_133015324883626846.tif	2022-07-05 15:08:08.300	800.039	87.244	9170149.924
C:\Users\cbio_prototype\Desktop\220507\900\0345_133015324883783149.tif	2022-07-05 15:08:08.300	800.039	87.244	9170149.924
C:\Users\cbio_prototype\Desktop\220507\900\0346_133015324883939447.tif	2022-07-05 15:08:08.300	800.039	87.244	9170149.924
C:\Users\cbio_prototype\Desktop\220507\900\0347_133015324884252050.tif	2022-07-05 15:08:08.300	800.039	87.244	9170149.924
C:\Users\cbio_prototype\Desktop\220507\900\0348_133015324884408344.tif	2022-07-05 15:08:08.300	800.039	87.244	9170149.924
C:\Users\cbio_prototype\Desktop\220507\900\0349_133015324884721488.tif	2022-07-05 15:08:08.300	800.039	87.244	9170149.924
C:\Users\cbio_prototype\Desktop\220507\900\0350_133015324884877295.tif	2022-07-05 15:08:08.300	800.039	87.244	9170149.924
C:\Users\cbio_prototype\Desktop\220507\900\0351_133015324885033534.tif	2022-07-05 15:08:08.300	800.039	87.244	9170149.924
C:\Users\cbio_prototype\Desktop\220507\900\0352_133015324885346132.tif	2022-07-05 15:08:08.300	800.039	87.244	9170149.924
C:\Users\cbio_prototype\Desktop\220507\900\0353_133015324885502430.tif	2022-07-05 15:08:08.300	800.039	87.244	9170149.924
C:\Users\cbio_prototype\Desktop\220507\900\0354_133015324885815101.tif	2022-07-05 15:08:08.300	800.039	87.244	9170149.924
C:\Users\cbio_prototype\Desktop\220507\900\0355_133015324885932195.tif	2022-07-05 15:08:08.300	800.039	87.244	9170149.924
C:\Users\cbio_prototype\Desktop\220507\900\0356_133015324886244842.tif	2022-07-05 15:08:08.608	800.050	87.359	9158160.639
C:\Users\cbio_prototype\Desktop\220507\900\0357_133015324886401118.tif	2022-07-05 15:08:08.608	800.050	87.359	9158160.639
C:\Users\cbio_prototype\Desktop\220507\900\0358_133015324886557426.tif	2022-07-05 15:08:08.608	800.050	87.359	9158160.639
C:\Users\cbio_prototype\Desktop\220507\900\0359_133015324886870021.tif	2022-07-05 15:08:08.608	800.050	87.359	9158160.639
C:\Users\cbio_prototype\Desktop\220507\900\0360_133015324887115715.tif	2022-07-05 15:08:08.608	800.050	87.359	9158160.639
C:\Users\cbio_prototype\Desktop\220507\900\0361_133015324887282083.tif	2022-07-05 15:08:08.608	800.050	87.359	9158160.639
C:\Users\cbio_prototype\Desktop\220507\900\0362_133015324887438375.tif	2022-07-05 15:08:08.608	800.050	87.359	9158160.639
C:\Users\cbio_prototype\Desktop\220507\900\0363_133015324887750973.tif	2022-07-05 15:08:08.608	800.050	87.359	9158160.639
C:\Users\cbio_prototype\Desktop\220507\900\0364_133015324887907278.tif	2022-07-05 15:08:08.608	800.050	87.359	9158160.639
C:\Users\cbio_prototype\Desktop\220507\900\0365_133015324888063569.tif	2022-07-05 15:08:08.608	800.050	87.359	9158160.639
C:\Users\cbio_prototype\Desktop\220507\900\0366_133015324888376167.tif	2022-07-05 15:08:08.608	800.050	87.359	9158160.639
C:\Users\cbio_prototype\Desktop\220507\900\0367_133015324888532460.tif	2022-07-05 15:08:08.608	800.050	87.359	9158160.639
C:\Users\cbio_prototype\Desktop\220507\900\0368_133015324888845052.tif	2022-07-05 15:08:08.868	799.995	87.540	9138591.153
C:\Users\cbio_prototype\Desktop\220507\900\0369_133015324889001408.tif	2022-07-05 15:08:08.868	799.995	87.540	9138591.153
C:\Users\cbio_prototype\Desktop\220507\900\0370_133015324889157652.tif	2022-07-05 15:08:08.868	799.995	87.540	9138591.153
C:\Users\cbio_prototype\Desktop\220507\900\0371_133015324889470260.tif	2022-07-05 15:08:08.868	799.995	87.540	9138591.153
C:\Users\cbio_prototype\Desktop\220507\900\0372_133015324889626540.tif	2022-07-05 15:08:08.868	799.995	87.540	9138591.153
C:\Users\cbio_prototype\Desktop\220507\900\0373_133015324889939155.tif	2022-07-05 15:08:08.868	799.995	87.540	9138591.153
C:\Users\cbio_prototype\Desktop\220507\900\0374_133015324890095431.tif	2022-07-05 15:08:08.868	799.995	87.540	9138591.153
C:\Users\cbio_prototype\Desktop\220507\900\0375_133015324890251764.tif	2022-07-05 15:08:08.868	799.995	87.540	9138591.153
C:\Users\cbio_prototype\Desktop\220507\900\0376_133015324890564323.tif	2022-07-05 15:08:08.868	799.995	87.540	9138591.153
C:\Users\cbio_prototype\Desktop\220507\900\0377_133015324890720646.tif	2022-07-05 15:08:08.868	799.995	87.540	9138591.153
C:\Users\cbio_prototype\Desktop\220507\900\0378_133015324891033262.tif	2022-07-05 15:08:08.868	799.995	87.540	9138591.153
C:\Users\cbio_prototype\Desktop\220507\900\0379_133015324891189528.tif	2022-07-05 15:08:08.868	799.995	87.540	9138591.153
C:\Users\cbio_prototype\Desktop\220507\900\0380_133015324891345816.tif	2022-07-05 15:08:08.868	799.995	87.540	9138591.153
C:\Users\cbio_prototype\Desktop\220507\900\0381_133015324891658401.tif	2022-07-05 15:08:08.868	799.995	87.540	9138591.153
C:\Users\cbio_prototype\Desktop\220507\900\0382_133015324891814705.tif	2022-07-05 15:08:08.868	799.995	87.540	9138591.153
C:\Users\cbio_prototype\Desktop\220507\900\0382_133015324891814705.tif	2022-07-05 15:08:09.181	800.024	87.667	9125700.814
C:\Users\cbio_prototype\Desktop\220507\900\0383_133015324891971020.tif	2022-07-05 15:08:09.181	800.024	87.667	9125700.814
C:\Users\cbio_prototype\Desktop\220507\900\0384_133015324892283604.tif	2022-07-05 15:08:09.181	800.024	87.667	9125700.814
C:\Users\cbio_prototype\Desktop\220507\900\0385_133015324892439906.tif	2022-07-05 15:08:09.181	800.024	87.667	9125700.814
C:\Users\cbio_prototype\Desktop\220507\900\0386_133015324892752490.tif	2022-07-05 15:08:09.181	800.024	87.667	9125700.814
C:\Users\cbio_prototype\Desktop\220507\900\0387_133015324892908789.tif	2022-07-05 15:08:09.181	800.024	87.667	9125700.814
C:\Users\cbio_prototype\Desktop\220507\900\0388_133015324893065108.tif	2022-07-05 15:08:09.181	800.024	87.667	9125700.814
C:\Users\cbio_prototype\Desktop\220507\900\0389_133015324893377681.tif	2022-07-05 15:08:09.181	800.024	87.667	9125700.814
C:\Users\cbio_prototype\Desktop\220507\900\0390_133015324893533977.tif	2022-07-05 15:08:09.181	800.024	87.667	9125700.814
C:\Users\cbio_prototype\Desktop\220507\900\0391_133015324893846579.tif	2022-07-05 15:08:09.181	800.024	87.667	9125700.814
C:\Users\cbio_prototype\Desktop\220507\900\0392_133015324894002873.tif	2022-07-05 15:08:09.181	800.024	87.667	9125700.814
C:\Users\cbio_prototype\Desktop\220507\900\0393_133015324894159177.tif	2022-07-05 15:08:09.181	800.024	87.667	9125700.814
C:\Users\cbio_prototype\Desktop\220507\900\0394_133015324894471762.tif	2022-07-05 15:08:09.181	800.024	87.667	9125700.814
C:\Users\cbio_prototype\Desktop\220507\900\0395_133015324894628059.tif	2022-07-05 15:08:09.181	800.024	87.667	9125700.814
C:\Users\cbio_prototype\Desktop\220507\900\0396_133015324894940686.tif	2022-07-05 15:08:09.478	800.008	87.784	9113365.032
C:\Users\cbio_prototype\Desktop\220507\900\0397_133015324895096958.tif	2022-07-05 15:08:09.478	800.008	87.784	9113365.032
C:\Users\cbio_prototype\Desktop\220507\900\0398_133015324895253271.tif	2022-07-05 15:08:09.478	800.008	87.784	9113365.032
C:\Users\cbio_prototype\Desktop\220507\900\0399_133015324895565853.tif	2022-07-05 15:08:09.478	800.008	87.784	9113365.032
C:\Users\cbio_prototype\Desktop\220507\900\0400_133015324895722146.tif	2022-07-05 15:08:09.478	800.008	87.784	9113365.032
C:\Users\cbio_prototype\Desktop\220507\900\0401_133015324896034772.tif	2022-07-05 15:08:09.478	800.008	87.784	9113365.032
C:\Users\cbio_prototype\Desktop\220507\900\0402_133015324896191041.tif	2022-07-05 15:08:09.478	800.008	87.784	9113365.032
C:\Users\cbio_prototype\Desktop\220507\900\0403_133015324896347332.tif	2022-07-05 15:08:09.478	800.008	87.784	9113365.032
C:\Users\cbio_prototype\Desktop\220507\900\0404_133015324896659940.tif	2022-07-05 15:08:09.478	800.008	87.784	9113365.032
C:\Users\cbio_prototype\Desktop\220507\900\0405_133015324896816221.tif	2022-07-05 15:08:09.478	800.008	87.784	9113365.032
C:\Users\cbio_prototype\Desktop\220507\900\0406_133015324896972521.tif	2022-07-05 15:08:09.478	800.008	87.784	9113365.032
